Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
turnabout3_64b6f5f6	ck	Ricambio il sentimento in pieno.	game/scripts/turnabout_witch.rpy	1034	ck "[what]"
turnabout3_5edf3fb4	ld	Quantomeno ti lascerò scegliere per primo il campo di battaglia. {w}Scegli il frammento che vuoi.	game/scripts/turnabout_witch.rpy	1036	ld "[what]"
turnabout3_5522d257	ck	Non ho il minimo dubbio. Pertirò da Watanagashi.	game/scripts/turnabout_witch.rpy	1041	ck "[what]"
turnabout3_f4cf1e1c	ck	Non so ancora come mai capelli verdi sia sbroccata alla fine. {w}Lei dice di essere posseduta, ma quella storia non mi convince per diversi motivi.	game/scripts/turnabout_witch.rpy	1043	ck "[what]"
turnabout3_f91a97a3	ck	Il modo più semplice di scoprire la verità è andare a osservare tutto il processo direttamente dalla sua testa.	game/scripts/turnabout_witch.rpy	1045	ck "[what]"
turnabout3_6a3cee0c	bk	Tra i frammenti accessibili in questo momento quello è il più simile in assoluto a Watanagashi.	game/scripts/turnabout_witch.rpy	1052	bk "[what]"
turnabout3_2973e8c5	ld	Sembri sicuro di te. {w}Ma prima ancora delle abilità deduttive, mi chiedo se avrai il coraggio di osservare l'altro lato di quel frammento fino alla fine.	game/scripts/turnabout_witch.rpy	1055	ld "[what]"
turnabout3_b5d4b143	ld	Non hai idea di quali scene orribili scoverai scavando troppo a fondo. Quel frammento è praticamente una scatola di Pandora.	game/scripts/turnabout_witch.rpy	1057	ld "[what]"
turnabout3_920a25c4	ld	Per me ovviamente è dolce come un cofanetto di biscotti alla cannella.	game/scripts/turnabout_witch.rpy	1060	ld "[what]"
turnabout3_a25bc65f	ck	Ormai ne ho viste di cotte e di crude, chi si spaventa più. Da quì!	game/scripts/turnabout_witch.rpy	1062	ck "[what]"
turnabout3_4a3bbdbe	bk	Spero che non deluderai le mie aspettative.	game/scripts/turnabout_witch.rpy	1075	bk "[what]"
turnabout3_68babced	ck	Alla prossima Bern, non essere troppo sbalordita quando tornerò con tutte le risposte.	game/scripts/turnabout_witch.rpy	1077	ck "[what]"
turnabout3_e95d47a3	ld	Ok ok, scaduto il tempo per i saluti. {w}Partenza!!!	game/scripts/turnabout_witch.rpy	1080	ld "[what]"
turnabout3_6da22b51	ck	UN ALTRA BOTOLAAAAAA?!	game/scripts/turnabout_witch.rpy	1117	ck "[what]"
turnabout3_0ae9bcd0			game/scripts/turnabout_witch.rpy	1122	"[what]"
wth3_09c924f6		La prima volta eri sconcertato, {w} la seconda eri spaesato,{w} ma gia alla terza questo vuoto comincia a sembrarti confortante.	game/scripts/wth3.rpy	21	"[what]"
wth3_cc1fae40		Un momento di quiete e tranquillità in mezzo alla follia…{w} Subito interrotto da una risata acuta e meno che dignitosa. 	game/scripts/wth3.rpy	23	"[what]"
wth3_dee4ef4c	witch	Ahahahahaahahah. {p}Il tuo aspetto. {w} Troppo ridicolo hehehehahaa.	game/scripts/wth3.rpy	26	witch "[what]"
wth3_9ba9c0c6	witch	Ahem	game/scripts/wth3.rpy	28	witch "[what]"
wth3_3b4bf2ac		Una volta calmatasi, la voce femminile si aggiusta su un tono più grave e nobile.	game/scripts/wth3.rpy	32	"[what]"
wth3_43d36758	witch	Pardon. Scusa la mia reazione fuori luogo, ma attendevo da tempo di vedere come tu fossi fatto.	game/scripts/wth3.rpy	34	witch "[what]"
wth3_017c25fa	witch	Sembra che dovrai abituarti ancora un po’ a questo piano prima di poter materializzare una forma fisica completa.{w} Pff.	game/scripts/wth3.rpy	34	witch "[what]"
wth3_232b0c81	witch	Ma è comico in vero. É così forte il tuo desiderio di sapere di più che pur non essendo capace di manifestare un corpo intero,{w} per prima cosa hai creato una bocca per domandare e delle orecchie per decifrare ogni risposta.	game/scripts/wth3.rpy	34	witch "[what]"
wth3_ab93f5fb		In quel momento ti rendi conto che il tuo udito e la tua voce sono funzionanti.	game/scripts/wth3.rpy	47	"[what]"
wth3_76c1606c		Ti rendi conto anche del fatto che in questo momento sei una bocca e delle orecchie incorporee.{w} Questo spiega la reazione della donna.	game/scripts/wth3.rpy	49	"[what]"
wth3_3f4e0906		Incidentalmente non hai ancora gli occhi, non sei quindi in grado di vedere il tuo interlocutore nè lo spazio circostante, ma le costellazioni di gemme che lei chiama frammenti adornano il tuo “campo visivo” ciò nonostante.	game/scripts/wth3.rpy	51	"[what]"
wth3_74cbe489	witch	Placati, ciò che è successo non è interamente colpa del ragazzo.{w} É il fato che ti riporta inevitabilmente qui.	game/scripts/wth3.rpy	63	witch "[what]"
wth3_96dc62ea	witch	Capisco la tua confusione.{w} Stai pur certo, ciò che hai visto non è un altro mondo. Hai semplicemente potuto osservare l’unica e sola Hinamizawa da due prospettive diverse.	game/scripts/wth3.rpy	67	witch "[what]"
wth3_d1d3f83e	witch	Sii onorato, non è un’esperienza normalmente permessa ad un comune essere umano, limitato per tutta la vita ad uno degli infiniti frammenti di realtà.	game/scripts/wth3.rpy	79	witch "[what]"
wth3_a3b7018e	witch	E nonostante questo privilegio vedo che una cosa resta uguale...{w} La tua mancanza di conoscenza è a dir poco sconcertante.	game/scripts/wth3.rpy	79	witch "[what]"
wth3_19dcda72	witch	Allora, sei stufo di annegare nella tua stessa frustrazione?{w} Stufo di conoscere così poco?{w} La tua sete di conoscenza è accesa?	game/scripts/wth3.rpy	79	witch "[what]"
wth3_b870045e	witch	Sei 100 anni in anticipo per meritare la mia cortesia, giovanotto. Ora rispondi come si conviene.	game/scripts/wth3.rpy	94	witch "[what]"
wth3_f734d4ec	witch	Mhhh. proviamo in questo modo.	game/scripts/wth3.rpy	101	witch "[what]"
wth3_3ad02ba1	witch	Come puoi vedere, usando i miei poteri sono in grado di controllare le tue risposte.	game/scripts/wth3.rpy	105	witch "[what]"
wth3_7110fd84	witch	Però riconosco che infringere sul tuo libero arbitrio sarebbe contraddittorio alla proposta della quale voglio renderti partecipe.	game/scripts/wth3.rpy	105	witch "[what]"
wth3_bf2af306	witch	Per cui...{w} come dire...{w} hai le mie scuse, per il momento.	game/scripts/wth3.rpy	105	witch "[what]"
wth3_9dabd728	witch	Uuuhm. Capito...	game/scripts/wth3.rpy	116	witch "[what]"
wth3_2b546017	witch	Addio!	game/scripts/wth3.rpy	118	witch "[what]"
wth3_27039602	witch	Allora, come ti senti dopo esser stato investito da cotanta saggezza?	game/scripts/wth3.rpy	124	witch "[what]"
wth3_7edb86af	witch	Guarda un po' tu chi parla...	game/scripts/wth3.rpy	135	witch "[what]"
wth3_b053767c	witch	Se per la prossima volta che farai ritorno qui avrai anche degli occhi, potrei pure decidere di mostrare a te la mia forma, lasciamo le presentazioni per allora.	game/scripts/wth3.rpy	136	witch "[what]"
wth3_4cec34df	witch	Abbiamo stretto un patto, cerca di non deludermi.{w} Credevo che nessuna richiesta fosse troppo per il capo del BKG.{w} Mi sbaglio?	game/scripts/wth3.rpy	141	witch "[what]"
wth3_b74439bb	witch	Ordunque, qualunque sia il destino che ti attende è arrivato il momento di andargli in contro.	game/scripts/wth3.rpy	143	witch "[what]"
wth3_7120da97		Percepisci un frammento avvicinarsi alla tua posizione. Sembrerebbe simile agli altri, se non per il fatto che da esso fuoriesce un soverchiante senso di tristezza e rassegnazione.	game/scripts/wth3.rpy	149	"[what]"
wth3_48ae81ef	witch	Che succede, non sarai forse intimorito.	game/scripts/wth3.rpy	153	witch "[what]"
wth3_74786e9d	witch	È arrivato il momento di mostrarti tra gli infiniti frammenti uno dei più ostici in assoluto.{w} Perfino io, tutt’ora, lo comprendo solo in parte.	game/scripts/wth3.rpy	153	witch "[what]"
wth3_cca60e54	witch	Dovrai essere estremamente perspicace per decifrarne il contenuto, ma è un passo necessario.	game/scripts/wth3.rpy	153	witch "[what]"
wth3_2065ad14	witch	Va adesso piccola serpe nel pozzo, mettiti in gioco e lasciami scoprire,{w} se sarai solo un altro pedone{w}.{w}.{w}.	game/scripts/wth3.rpy	165	witch "[what]"
wth3_f7706ab8	witch	O se sarai colui che fa girare la scacchiera.	game/scripts/wth3.rpy	171	witch "[what]"
sissignora_53fcc13a	witch	Tu desideri sapere di più, io ho bisogno di alleati, i nostri interessi coincidono.{p}E sia, ti concederò di attingere ai miei secoli di esperienza.	game/scripts/wth3.rpy	188	witch "[what]"
sissignora_09458f97	witch	Tuttavia non posso semplicemente chiarire ogni tuo dubbio.{p}Un alleato incapace di ragionare da se è solo un peso.{w} Che ne diresti piuttosto di un gioco?{w} Perfetto per combattere la noia.	game/scripts/wth3.rpy	188	witch "[what]"
sissignora_08cd8265	witch	Le regole sono le seguenti.	game/scripts/wth3.rpy	188	witch "[what]"
sissignora_0f72aa81	witch	Da adesso {i}{color=#0000cf}Tutto ciò che dirò in blu sarà una verità che trascende i frammenti.{/color}{/i}	game/scripts/wth3.rpy	197	witch "[what]"
sissignora_5e5bf724	witch	Tuttavia utilizzerò questo potere solo in risposta ai tuoi interrogativi, e solo se li riterrò degni di essere esauditi.{w} Sta a te formulare delle domande su quanto hai visto durante i tuoi viaggi.	game/scripts/wth3.rpy	199	witch "[what]"
sissignora_38bb4f75	witch	Inoltre,{w} hai diritto a {b}tre{/b} risposte prima del prossimo frammento.{w} Non di più, non di meno.	game/scripts/wth3.rpy	199	witch "[what]"
sissignora_40123699	witch	Non sei felice?{w} Grazie a me potresti perfino confermare o confutare quei quesiti che la mancanza di informazioni ti ha portato ad abbandonare.	game/scripts/wth3.rpy	199	witch "[what]"
sissignora_ffa369f0	witch	Ebbene forza. Chiedi pure.	game/scripts/wth3.rpy	199	witch "[what]"
sissignora_cc0bee81	witch	Tre domande e tre incontrovertibili verità, queste erano le regole. Non dirmi che non sei soddisfatto.	game/scripts/wth3.rpy	239	witch "[what]"
sissignora_3a179999	witch	Però beh, devo dire che parlare con te non mi dispiace.	game/scripts/wth3.rpy	239	witch "[what]"
sissignora_e7c0bf3c	witch	Come premio per l'intrattenimento ti concedo un ultima domanda. Risponderò se mi sarà lieta.	game/scripts/wth3.rpy	239	witch "[what]"
sissignora_0058dc47	witch	Non hai prestato attenzione? Lo hanno detto pure le ragazze{w}: il responsabile è il responsabile, come il regista di un film.	game/scripts/wth3.rpy	248	witch "[what]"
sissignora_84824b07	witch	In ogni caso... {i}{color=#0000cf}Lo incontrerai presto.{/color}{/i} Questo te lo posso garantire.	game/scripts/wth3.rpy	251	witch "[what]"
oyashiro_question_23642582	witch	Sapevo che lo avresti chiesto, è una teoria più che lecita.{w} Quasi mi dispiace doverla frantumare.	game/scripts/wth3.rpy	259	witch "[what]"
oyashiro_question_2963200a	witch	{i}{color=#0000cf}Non rispondo a quel nome, nè sono mai stata chiamata con esso fino ad ora.{/color}{/i}	game/scripts/wth3.rpy	261	witch "[what]"
oyashiro_question_2ff1675d	witch	Che peccato, la risposta più semplice non è necessariamente quella giusta.	game/scripts/wth3.rpy	262	witch "[what]"
oyashiro_question_32d8b1d1	witch	Se avessi detto di si mi avresti incolpata per tutte le tragedie come il resto di voi umani fa con quell'essere?	game/scripts/wth3.rpy	263	witch "[what]"
mion_question_ab931f59	witch	Haha, scelta interessante, allora ascolta con attenzione il significato di queste parole.	game/scripts/wth3.rpy	267	witch "[what]"
mion_question_6aee3584	witch	{i}{color=#0000cf}La ragazza battezzata Mion Sonozaki non era vittima di alcuna possessione demoniaca{w}, tuttavia ella era convinta di quel che diceva.{/color}{/i}	game/scripts/wth3.rpy	269	witch "[what]"
keiichi_question_b9e8cd00	witch	Capelli chiari?{w} ...oh, giusto, è come tu e il tuo assistente chiamate Maebara Keiichi.	game/scripts/wth3.rpy	275	witch "[what]"
keiichi_question_db8227c0	witch	{i}{color=#0000cf}Nonostante Keiichi non abbia visto o colpito nulla, c'era senza dubbio qualcuno o qualcosa immediatamente dietro di lui.{/color}{/i}	game/scripts/wth3.rpy	277	witch "[what]"
keiichi_question_4f03ef81	witch	Mentre per quanto riguarda il resto delle sue sventure... huhu chissà.	game/scripts/wth3.rpy	278	witch "[what]"
wth4_2567f178	n	Di nuovo questa sensazione.	game/scripts/wth4.rpy	18	n "[what]"
wth4_5f9a5db8	n	Senti chiaramente la tua coscienza separarsi dal tuo corpo e tornare a fare parte di qualcosa di più grande.	game/scripts/wth4.rpy	18	n "[what]"
wth4_3d0c46aa	n	Adesso ricordi, la realtà da cui provieni non era altro che uno tra una miriade o più frammenti.	game/scripts/wth4.rpy	18	n "[what]"
wth4_1a8904f7	n	Sai di potere riprovare, e questo ti rincuora, ma non cambia il fatto che tu abbia lasciato Larry a se stesso in quel mondo.	game/scripts/wth4.rpy	18	n "[what]"
wth4_1c0f6ce6	n	Senza niente su cui sfogare la tua frustrazione, esclami:	game/scripts/wth4.rpy	18	n "[what]"
wth4_9d7631ef	ck	ECCHÈ DIAMINE! Sono morto... DI NUOVO!	game/scripts/wth4.rpy	28	ck "[what]"
wth4_8124c1ba	witch	Speravo proprio che alla terza volta ci avresti fatto l'abitudine. Check.	game/scripts/wth4.rpy	30	witch "[what]"
wth4_198c8c7f	n	Un'altra cosa a cui decisamente non hai fatto l'abitudine è questa voce che incalza dal nulla.	game/scripts/wth4.rpy	32	n "[what]"
wth4_b5022596	ck	Ma chi si risente. {w}Hey, che ne dici di farti vedere tanto per cambiare?	game/scripts/wth4.rpy	34	ck "[what]"
wth4_285a1ac1	witch	Farmi vedere? ...Stai fraintendendo qualcosa.	game/scripts/wth4.rpy	36	witch "[what]"
wth4_a7d67e0c	witch	Se vuoi vedermi, basta che apri gli occhi.	game/scripts/wth4.rpy	38	witch "[what]"
wth4_2915063c	n	La voce ha ragione. {w}Non sai come hai fatto a non notarlo prima, ma a differenza delle altre volte puoi sentire le tue palpebre chiuse.	game/scripts/wth4.rpy	40	n "[what]"
wth4_edb7cd18	n	Apri gli occhi come se lo facessi per la prima volta.	game/scripts/wth4.rpy	42	n "[what]"
wth4_6c3c823d	n	Non sei abituato alla luce eterea di questo luogo, ma lentamente riesci a formare un'immagine.	game/scripts/wth4.rpy	44	n "[what]"
wth4_d17d38fa	ck	.......	game/scripts/wth4.rpy	54	ck "[what]"
wth4_15e6d5c0	ck	CAPELLI BLU!?	game/scripts/wth4.rpy	56	ck "[what]"
wth4_a7b554d4	witch	Chi hai chiamato capelli blu?	game/scripts/wth4.rpy	60	witch "[what]"
wth4_2666bace	witch	Aah, chiaro. {w}Sei confuso perchè il mio aspetto ricorda quello di Rika Furude.	game/scripts/wth4.rpy	66	witch "[what]"
wth4_f167c4d0	witch	Se non sbaglio ti avevo promesso che mi sarei presentata non appena ti fossi manifestato completamente.	game/scripts/wth4.rpy	70	witch "[what]"
wth4_e7b83842	bk	Cordiali saluti. Il mio nome è Frederica Bernkastel. {w}Non sbagliare, {i}{color=#0000cf}il nome è Frederica non Furude Rika.{/color}{/i}	game/scripts/wth4.rpy	72	bk "[what]"
wth4_2c25c6e6	bk	Questo lo sai già, ma non sono neanche Oyashiro, nel caso non fosse chiaro.	game/scripts/wth4.rpy	74	bk "[what]"
wth4_b0878923	ck	Scusa, devo controllare di essere sobrio, perchè l'ultima cosa che mi aspettavo di vedere è una goth loli in un salotto orientale.	game/scripts/wth4.rpy	76	ck "[what]"
wth4_df30a9ea	bk	Niente fretta. Quì abbiamo tutto il tempo che serve... finchè è il nostro turno.	game/scripts/wth4.rpy	78	bk "[what]"
wth4_36de2d21	bk	Ipotizzo che avrai tante domande. {w}Finalmente conversiamo faccia a faccia, perchè non accompagnare la discussione con una tazza di tè?	game/scripts/wth4.rpy	80	bk "[what]"
wth4_55be2af4	bk	Avrei offerto del vino, ma mi sembri intenzionato a restare sobrio.	game/scripts/wth4.rpy	82	bk "[what]"
wth4_50fc9ab8	ck	Grazie...	game/scripts/wth4.rpy	84	ck "[what]"
wth4_4f42159d	bk	Si, il tè andrà bene. {w}In occidente offrirne una tazza è un simbolo di amicizia, in oriente di sacra ospitalità.	game/scripts/wth4.rpy	87	bk "[what]"
wth4_9162da06	bk	Indubbiamente è la bevanda perfetta per chi cerca un rapporto di collaborazione.	game/scripts/wth4.rpy	89	bk "[what]"
wth4_6333ee54	n	Mentre Bernkastel lista i pregi del tè, mantenendo un'espressione monotona, sul tavolino si materializzano una teiera e due contenitori.	game/scripts/wth4.rpy	91	n "[what]"
wth4_ef41f368	n	A sinistra una tipica tazza cilindrica giapponese con un motivo floreale. {w}Si addice perfettamente allo sfondo.	game/scripts/wth4.rpy	91	n "[what]"
wth4_6cda0554	n	A destra una tazzina decorata che non sfigurerebbe nella collezione di porcellane di un nobile Inglese.	game/scripts/wth4.rpy	91	n "[what]"
wth4_0e50155a	bk	Dimmi dunque, preferisci bere del Matcha o dell'Earl Grey?	game/scripts/wth4.rpy	98	bk "[what]"
wth4_40152c54	bk	Ah. E tengo a precisare che questo non è un test.	game/scripts/wth4.rpy	100	bk "[what]"
wth4_c96367e5	n	Questo deve senza dubbio essere un test. {w}Pensaci bene, la teiera è una sola. Devi indovinare quale dei due tè contiene.	game/scripts/wth4.rpy	102	n "[what]"
wth4_b0043558	n	Questa ragazza osa mettere in dubbio le capacità osservative di Check. {w}Basta vedere come è vestita per capire quale sia il suo tè preferito.	game/scripts/wth4.rpy	107	n "[what]"
wth4_0f4a112d	ck	Vorrei bere l'Earl Grey, grazie.	game/scripts/wth4.rpy	109	ck "[what]"
wth4_2995f412		Bernkastel prende la teiera, ne versa il contenuto nella tazzina inglese, e ti porge il delizioso tè aromatico che hai scelto.	game/scripts/wth4.rpy	111	"[what]"
wth4_a80e6824		Successivamente, dalla stessa teiera, versa del tè verde nella tazza orientale e inizia a berlo raffinatamente.	game/scripts/wth4.rpy	113	"[what]"
wth4_6ed1b57b	n	Ma certo, sta mettendo in dubbio la tua capacità di adattarti al contesto. {w}Guardando la stanza la risposta giusta è assolutamente ovvia!	game/scripts/wth4.rpy	116	n "[what]"
wth4_57ed4ead	ck	Vorrei bere il Matcha, grazie.	game/scripts/wth4.rpy	118	ck "[what]"
wth4_44c2a322	n	Bernkastel prende la teiera, ne versa il contenuto nella tazza orientale, e ti porge il delizioso tè tradizionale che hai scelto.	game/scripts/wth4.rpy	120	n "[what]"
wth4_491fdc85	n	Successivamente, dalla stessa teiera, versa del tè nero nella tazzina inglese e inizia a berlo raffinatamente.	game/scripts/wth4.rpy	122	n "[what]"
wth4_6839ddb7	ck	Ma come...	game/scripts/wth4.rpy	124	ck "[what]"
wth4_283b25d2	bk	Mhh?	game/scripts/wth4.rpy	127	bk "[what]"
wth4_ceab445b	ck	Quella teiera è truccata! Si sarebbero dovuti mischiare!	game/scripts/wth4.rpy	129	ck "[what]"
wth4_787f1de5	bk	Questo? Beh, ho semplicemente spostato la teiera nella quinta dimensione da un mondo dove conteneva il primo tè a uno dove conteneva il secondo.	game/scripts/wth4.rpy	131	bk "[what]"
wth4_38d21a25	ck	......	game/scripts/wth4.rpy	133	ck "[what]"
wth4_1fbc1dbb	bk	Ecco, insomma, hai mai sentito parlare di quell'esperimento con il gatto nella scatola?	game/scripts/wth4.rpy	136	bk "[what]"
wth4_5a95ef89	ck	..........	game/scripts/wth4.rpy	138	ck "[what]"
wth4_5b338c10	bk	Lasciando da parte la spiegazione tecnica. {w}Volevo solo ricordarti l'importanza della scelta.	game/scripts/wth4.rpy	141	bk "[what]"
wth4_ff95e003	bk	"La teiera è una sola", "Il tè che contiene è chiaramente uno soltanto".	game/scripts/wth4.rpy	143	bk "[what]"
wth4_06a53c43	bk	Non mi serve leggere il pensiero per capire che stavi pensando ciò.	game/scripts/wth4.rpy	145	bk "[what]"
wth4_16276fce	bk	Normalmente questa scelta non sarebbe una vera scelta. Non per un umano. Tuttavia per noi lo era.	game/scripts/wth4.rpy	147	bk "[what]"
wth4_8e1f6869	bk	Entrambi i risultati erano possibili, perciò ho potuto scegliere quello che esaudiva il tuo desiderio.	game/scripts/wth4.rpy	149	bk "[what]"
wth4_1c7bde22	bk	Questo è il vero significato di scelta.	game/scripts/wth4.rpy	152	bk "[what]"
wth4_5b1d0ad7	ck	Chiaro...	game/scripts/wth4.rpy	154	ck "[what]"
wth4_7b40c6d5	ck	Sicuramente è un discorso interessante, e apprezzo l'ospitalità, signorina Bernkastel.	game/scripts/wth4.rpy	156	ck "[what]"
wth4_165e0e98	ck	Ma le risposte di cui ho bisogno adesso sono ben altre.	game/scripts/wth4.rpy	158	ck "[what]"
wth4_1346e58d	bk	Perdona la mia loquacità. Non ho mai ricevuto ospiti prima.	game/scripts/wth4.rpy	161	bk "[what]"
wth4_7cc52243	bk	Dopo ciò che mi hai mostrato in questo ultimo frammento direi che il tuo periodo di prova è concluso.	game/scripts/wth4.rpy	163	bk "[what]"
wth4_2cc649aa	bk	E sia, niente più segreti. {w}Domanda e risponderò se nel mio potere.	game/scripts/wth4.rpy	165	bk "[what]"
whoBern_698ce074	n	La sua voce è completamente diversa da quella di Rika, è molto più profonda e adulta.	game/scripts/wth4.rpy	199	n "[what]"
whoBern_cca3978a	n	Ma no, prima di tutto capelli blu è un essere umano. Non...	game/scripts/wth4.rpy	201	n "[what]"
whoBern_b5e01660	n	Non hai nemmeno idea di come categorizzare l'essere che sorseggia tè dall'altro lato del tavolo.	game/scripts/wth4.rpy	203	n "[what]"
whoBern_8575e2fd	ck	Ho capito che non sei Rika e che non sei un dio. {w}Però mi hai detto solo cosa non sei.	game/scripts/wth4.rpy	205	ck "[what]"
whoBern_7f833923	bk	Non sono poi così diversa da te. La differenza tra noi due sta nel tempo.	game/scripts/wth4.rpy	209	bk "[what]"
whoBern_24e08c4d	bk	Un giorno ormai troppo lontano per qualsiasi memoria mortale, presi coscienza quì nel mare di frammenti.	game/scripts/wth4.rpy	209	bk "[what]"
whoBern_2cda35f7	bk	Ero spaesata quanto te all'inizio. {w}Sarà passato almeno un decennio prima che capissi come guardarmi intorno. {w} E non prima di un secolo perchè riuscissi a influenzare la realtà.	game/scripts/wth4.rpy	209	bk "[what]"
whoBern_80df107e	bk	Sebbene aiutato dalla mia guida, mi sorprende che tu sia già a questo punto.	game/scripts/wth4.rpy	218	bk "[what]"
whoBern_2e960311	bk	Si vede che hai avuto un'ottima insegnate.	game/scripts/wth4.rpy	218	bk "[what]"
whoBern_987bc0d8	ck	Eehheehhee come no. Oppure sono semplicemente un genio.	game/scripts/wth4.rpy	222	ck "[what]"
whoBern_21622897	n	Bernkastel sembra ignorare la tua contro provocazione.	game/scripts/wth4.rpy	224	n "[what]"
whoBern_e7a191bd	bk	Per rispondere alla tua domanda in maniera concisa, un appellativo adatto sarebbe "strega".	game/scripts/wth4.rpy	226	bk "[what]"
whoBern_c616bb22	bk	Bernkastel la strega dei frammenti, che ha vissuto per quasi mille anni.	game/scripts/wth4.rpy	228	bk "[what]"
whoBern_eb8c7ede	ck	Mi inchino a lei grande senpai /s.	game/scripts/wth4.rpy	230	ck "[what]"
whoBern_1c42f608	n	La strega è impervia al tuo sarcasmo.	game/scripts/wth4.rpy	232	n "[what]"
whoBern_89deacfd	n	Beh, qualunque cosa voglia dire con strega, almeno non sembra avere cattive intenzioni.	game/scripts/wth4.rpy	234	n "[what]"
whoBern_b7e21273	n	Tuttavia se lei è una strega, questo cosa fa di te?	game/scripts/wth4.rpy	236	n "[what]"
where_0ed6ab94	ck	Ormai è evidente che torno sempre quì alla morte. {w}C'è solo un piccolo dettaglio che ancora non mi è chiaro...	game/scripts/wth4.rpy	243	ck "[what]"
where_0a16cf2b	ck	Dove DIAMINE è quì?	game/scripts/wth4.rpy	245	ck "[what]"
where_99955834	bk	...	game/scripts/wth4.rpy	248	bk "[what]"
where_3cb38753	n	Sembra che Bernkastel stia scegliendo attentamente le parole.	game/scripts/wth4.rpy	250	n "[what]"
where_b0b23544	bk	Osserva il cielo. Ormai non servirà spiegarti che quelle non sono stelle, sono gli infiniti frammenti di realtà.	game/scripts/wth4.rpy	256	bk "[what]"
where_63597c57	bk	Tutti mondi diversi{w}, o meglio{w}, mondi possibili. {w}Diverse prospettive su ciò che è reale.	game/scripts/wth4.rpy	258	bk "[what]"
where_302d601e	bk	Quì siamo al di fuori di essi. Pertanto li possiamo osservare a nostro piacimento.	game/scripts/wth4.rpy	260	bk "[what]"
where_2663fbc3	bk	Senza scendere nel dettaglio, è come se la tua coscienza umana fosse rimasta ingarbugliata nella trama della realtà.	game/scripts/wth4.rpy	262	bk "[what]"
where_083ea8da	bk	È per questo che ti svegli quì alla morte.	game/scripts/wth4.rpy	264	bk "[what]"
where_49d67039	bk	Ovviamente, anche questa stanza è uno spazio creato da me affinchè noi potessimo avere questa conversazione. Esiste solo fintanto che noi la desideriamo.	game/scripts/wth4.rpy	269	bk "[what]"
where_664545c5	ck	Come la teiera?	game/scripts/wth4.rpy	271	ck "[what]"
where_3e8f4707	bk	Esatto, come la teiera.	game/scripts/wth4.rpy	273	bk "[what]"
where_8462665a	n	Non sai ancora bene cosa pensare di questa situazione.	game/scripts/wth4.rpy	275	n "[what]"
where_d0756f7f	n	In verità una parte di te sospetta ancora che tutto questo sia un'allucinazione. {w}Forse il tuo cervello sta solo malfunzionando nei tuoi ultimi momenti di vita.	game/scripts/wth4.rpy	277	n "[what]"
where_4e049515	n	Beh, anche se fosse, tanto vale ascoltare fino alla fine.	game/scripts/wth4.rpy	279	n "[what]"
whoMe_640f68e2	ck	Secondo quanto mi stai dicendo, sarei diventato praticamente immortale.	game/scripts/wth4.rpy	290	ck "[what]"
whoMe_c97a7387	bk	In un certo senso.	game/scripts/wth4.rpy	292	bk "[what]"
whoMe_8004af52	ck	E quel trucco della teriera, posso farlo anche io?	game/scripts/wth4.rpy	294	ck "[what]"
whoMe_d838261d	bk	Certo che si.	game/scripts/wth4.rpy	296	bk "[what]"
whoMe_4830f703	ck	Ma questi sono poteri DIVINI!	game/scripts/wth4.rpy	298	ck "[what]"
whoMe_be89c088	bk	Non sbagli nel dire che sei un essere superiore.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_d9099545	bk	Te ne ho già parlato in passato, ricordi? {w}Gli umani sono esseri limitati a un singolo mondo, non possono avere una visione d'insieme.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_2b3c3587	bk	Noi siamo anomalie. {w}Come un personaggio di un romanzo che ne diventa il lettore{w}, o come un pezzo degli scacchi che all’improvviso prende vita e si siede sulla sedia del giocatore.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_442a29e7	bk	Impossibile no? Eppure eccoci qua.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_0ff58fda	bk	Per questo motivo non sarebbe corretto definirci esseri umani.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_303710e2	bk	Check dentro i frammenti è una persona con la propria vita.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_2ade99e7	bk	Ma non tutti i Check hanno la stessa vita, o la stessa morte, se è per questo.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_04609bc3	bk	Sotto questa prospettiva, l'idea che esista un solo Check, e che tu sia lui diventa alquanto assurda. Non trovi?	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_d6f86e52	bk	Non offenderti, non sto condannando la tua esistenza, tutt’altro.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_7eae2b90	bk	Check potrà morire nel giugno 1983, ma la tua coscienza rimane svincolata dal tempo.	game/scripts/wth4.rpy	300	bk "[what]"
whoMe_b03a717d	ck	Fantastico! Vuol dire che mi basta provare tutti gli altri frammenti fino a che non ne trovo uno dove salvo il BKG!	game/scripts/wth4.rpy	321	ck "[what]"
whoMe_baa5606e	bk	Se solo fosse così semplice.	game/scripts/wth4.rpy	323	bk "[what]"
whoMe_b1ca5c8d	bk	Tu sei appena arrivato, ma io osservo questo mare di frammenti da tempo immemore.	game/scripts/wth4.rpy	326	bk "[what]"
